id,prediction,Classification
k141_4533872_1,0.76,AMP
k141_4533872_2,0.48,non-AMP
k141_4533872_3,0.6,non-AMP
k141_4533872_4,0.41,non-AMP
k141_4421329_1,0.37,non-AMP
k141_4421329_2,0.24,non-AMP
k141_4421329_3,0.66,non-AMP
k141_4421329_4,0.58,non-AMP
k141_5387168_1,0.55,non-AMP
k141_5387168_2,0.64,non-AMP
k141_5387168_3,0.3,non-AMP
k141_5387168_4,0.61,non-AMP
k141_5387168_5,0.64,non-AMP
k141_5387168_6,0.43,non-AMP
k141_5387168_7,0.37,non-AMP
k141_5387168_8,0.19,non-AMP
k141_5387168_9,0.58,non-AMP
k141_5387168_10,0.47,non-AMP
k141_839667_1,0.64,non-AMP
k141_839667_2,0.08,non-AMP
k141_839667_3,0.25,non-AMP
k141_839667_4,0.6,non-AMP
k141_839667_5,0.44,non-AMP
k141_839667_6,0.39,non-AMP
k141_839667_7,0.72,non-AMP
k141_839667_8,0.54,non-AMP
k141_839667_9,0.29,non-AMP
k141_951142_1,0.15,non-AMP
k141_951142_2,0.66,non-AMP
k141_951142_3,0.76,AMP
k141_951142_4,0.33,non-AMP
k141_951142_5,0.15,non-AMP
k141_951142_6,0.27,non-AMP
k141_499022_1,0.17,non-AMP
k141_499022_2,0.04,non-AMP
k141_499022_3,0.29,non-AMP
k141_499022_4,0.53,non-AMP
k141_499022_5,0.66,non-AMP
k141_499022_6,0.58,non-AMP
k141_499022_7,0.44,non-AMP
k141_499022_8,0.49,non-AMP
k141_499022_9,0.61,non-AMP
k141_499022_10,0.43,non-AMP
k141_499022_11,0.53,non-AMP
k141_499022_12,0.41,non-AMP
k141_499022_13,0.31,non-AMP
k141_499022_14,0.65,non-AMP
k141_499022_15,0.36,non-AMP
k141_499022_16,0.51,non-AMP
k141_499022_17,0.33,non-AMP
k141_499022_18,0.14,non-AMP
k141_499022_19,0.42,non-AMP
k141_499022_20,0.31,non-AMP
k141_499022_21,0.37,non-AMP
k141_499022_22,0.36,non-AMP
k141_499022_23,0.43,non-AMP
k141_499022_24,0.67,non-AMP
k141_499022_25,0.35,non-AMP
k141_499022_26,0.23,non-AMP
k141_499022_27,0.49,non-AMP
k141_499022_28,0.64,non-AMP
k141_499022_29,0.67,non-AMP
k141_499022_30,0.11,non-AMP
k141_499022_31,0.4,non-AMP
k141_499022_32,0.38,non-AMP
k141_499022_33,0.67,non-AMP
k141_3626027_1,0.37,non-AMP
k141_3626027_2,0.68,non-AMP
k141_3626027_3,0.65,non-AMP
k141_3626027_4,0.53,non-AMP
k141_782828_1,0.64,non-AMP
k141_782828_2,0.35,non-AMP
k141_782828_3,0.69,non-AMP
k141_3285185_1,0.31,non-AMP
k141_3285185_2,0.45,non-AMP
k141_3285185_3,0.28,non-AMP
k141_3285185_4,0.68,non-AMP
k141_3285185_5,0.35,non-AMP
k141_3285185_6,0.81,AMP
k141_3285185_7,0.81,AMP
k141_3285185_8,0.69,non-AMP
k141_3285185_9,0.07,non-AMP
k141_3285185_10,0.64,non-AMP
k141_3285185_11,0.65,non-AMP
k141_3285185_12,0.09,non-AMP
k141_3285185_13,0.51,non-AMP
k141_3285185_14,0.2,non-AMP
k141_3285185_15,0.15,non-AMP
k141_3285185_16,0.59,non-AMP
k141_3285185_17,0.38,non-AMP
k141_3285185_18,0.51,non-AMP
k141_3285185_19,0.81,AMP
k141_3285185_20,0.31,non-AMP
k141_3285185_21,0.38,non-AMP
k141_3285185_22,0.59,non-AMP
k141_3285185_23,0.64,non-AMP
k141_3285185_24,0.71,non-AMP
k141_3285185_25,0.72,non-AMP
k141_3285185_26,0.66,non-AMP
k141_3285185_27,0.45,non-AMP
k141_3285185_28,0.29,non-AMP
k141_3285185_29,0.72,non-AMP
k141_3285185_30,0.63,non-AMP
k141_3285185_31,0.69,non-AMP
k141_3285185_32,0.66,non-AMP
k141_3285185_33,0.41,non-AMP
k141_3285185_34,0.61,non-AMP
k141_4821054_1,0.71,non-AMP
k141_4821054_2,0.65,non-AMP
k141_4821054_3,0.39,non-AMP
k141_4821054_4,0.5,non-AMP
k141_4821054_5,0.66,non-AMP
k141_4821054_6,0.67,non-AMP
k141_4821054_7,0.34,non-AMP
k141_4821054_8,0.62,non-AMP
k141_1522879_1,0.62,non-AMP
k141_1522879_2,0.6,non-AMP
k141_1522879_3,0.5,non-AMP
k141_1522879_4,0.57,non-AMP
k141_1522879_5,0.62,non-AMP
k141_1522879_6,0.65,non-AMP
k141_1522879_7,0.2,non-AMP
k141_1522879_8,0.73,non-AMP
k141_1522879_9,0.25,non-AMP
k141_2433462_1,0.24,non-AMP
k141_2433462_2,0.67,non-AMP
k141_2433462_3,0.6,non-AMP
k141_6697057_1,0.52,non-AMP
k141_6697057_2,0.16,non-AMP
k141_6697057_3,0.1,non-AMP
k141_6697057_4,0.59,non-AMP
k141_6697057_5,0.73,non-AMP
k141_6697057_6,0.61,non-AMP
k141_6697057_7,0.54,non-AMP
k141_6697057_8,0.59,non-AMP
k141_7151749_1,0.08,non-AMP
k141_7151749_2,0.36,non-AMP
k141_7151749_3,0.7,non-AMP
k141_7151749_4,0.53,non-AMP
k141_7151749_5,0.69,non-AMP
k141_7151749_6,0.57,non-AMP
k141_7151749_7,0.65,non-AMP
k141_7151749_8,0.57,non-AMP
k141_7151749_9,0.64,non-AMP
k141_7151749_10,0.37,non-AMP
k141_7151749_11,0.64,non-AMP
k141_7151749_12,0.56,non-AMP
k141_7151749_13,0.23,non-AMP
k141_7151749_14,0.38,non-AMP
k141_7151749_15,0.36,non-AMP
k141_7151749_16,0.62,non-AMP
k141_2546850_1,0.11,non-AMP
k141_2546850_2,0.39,non-AMP
k141_2546850_3,0.47,non-AMP
k141_2546850_4,0.56,non-AMP
k141_2546850_5,0.17,non-AMP
k141_2546850_6,0.1,non-AMP
k141_3002884_1,0.39,non-AMP
k141_3002884_2,0.18,non-AMP
k141_3002884_3,0.44,non-AMP
k141_3002884_4,0.35,non-AMP
k141_3002884_5,0.54,non-AMP
k141_3002884_6,0.05,non-AMP
k141_3002884_7,0.63,non-AMP
k141_3002884_8,0.29,non-AMP
k141_3002884_9,0.38,non-AMP
k141_3002884_10,0.62,non-AMP
k141_3002884_11,0.51,non-AMP
k141_3002884_12,0.4,non-AMP
k141_3002884_13,0.36,non-AMP
k141_3002884_14,0.04,non-AMP
k141_102958_1,0.64,non-AMP
k141_102958_2,0.74,non-AMP
k141_102958_3,0.66,non-AMP
k141_102958_4,0.65,non-AMP
k141_102958_5,0.35,non-AMP
k141_102958_6,0.51,non-AMP
k141_102958_7,0.41,non-AMP
k141_102958_8,0.23,non-AMP
k141_102958_9,0.36,non-AMP
k141_102958_10,0.39,non-AMP
k141_102958_11,0.72,non-AMP
k141_4196584_1,0.58,non-AMP
k141_4196584_2,0.66,non-AMP
k141_4196584_3,0.35,non-AMP
k141_4196584_4,0.44,non-AMP
k141_4196584_5,0.21,non-AMP
k141_4196584_6,0.23,non-AMP
k141_4196584_7,0.6,non-AMP
k141_4196584_8,0.56,non-AMP
k141_4196584_9,0.37,non-AMP
k141_4196584_10,0.83,AMP
k141_4196584_11,0.65,non-AMP
k141_4196584_12,0.45,non-AMP
k141_4196584_13,0.55,non-AMP
k141_4196584_14,0.53,non-AMP
k141_3685466_1,0.53,non-AMP
k141_3685466_2,0.5,non-AMP
k141_3685466_3,0.75,AMP
k141_3685466_4,0.29,non-AMP
k141_3685466_5,0.52,non-AMP
k141_3685466_6,0.24,non-AMP
k141_3685466_7,0.2,non-AMP
k141_4480982_1,0.66,non-AMP
k141_4480982_2,0.77,AMP
k141_4480982_3,0.32,non-AMP
k141_4480982_4,0.08,non-AMP
k141_4140093_1,0.6,non-AMP
k141_4140093_2,0.54,non-AMP
k141_4140093_3,0.68,non-AMP
k141_4140093_4,0.1,non-AMP
k141_4140093_5,0.61,non-AMP
k141_4140093_6,0.45,non-AMP
k141_4140093_7,0.05,non-AMP
k141_4140093_8,0.28,non-AMP
k141_4140093_9,0.63,non-AMP
k141_4140093_10,0.67,non-AMP
k141_4140093_11,0.68,non-AMP
k141_4140093_12,0.48,non-AMP
k141_4140093_13,0.61,non-AMP
k141_4140093_14,0.56,non-AMP
k141_4140093_15,0.38,non-AMP
k141_5335263_1,0.54,non-AMP
k141_5335263_2,0.62,non-AMP
k141_5335263_3,0.76,AMP
k141_5335263_4,0.71,non-AMP
k141_5335263_5,0.48,non-AMP
k141_5335263_6,0.41,non-AMP
k141_6813776_1,0.18,non-AMP
k141_6813776_2,0.71,non-AMP
k141_6813776_3,0.14,non-AMP
k141_7098254_1,0.74,non-AMP
k141_7098254_2,0.65,non-AMP
k141_7098254_3,0.72,non-AMP
k141_7098254_4,0.5,non-AMP
k141_7098254_5,0.46,non-AMP
k141_7098254_6,0.46,non-AMP
k141_7098254_7,0.55,non-AMP
k141_7098254_8,0.26,non-AMP
k141_7098254_9,0.61,non-AMP
k141_7098254_10,0.31,non-AMP
k141_104632_1,0.62,non-AMP
k141_104632_2,0.26,non-AMP
k141_104632_3,0.14,non-AMP
k141_104632_4,0.44,non-AMP
k141_104632_5,0.02,non-AMP
k141_104632_6,0.2,non-AMP
k141_104632_7,0.24,non-AMP
k141_104632_8,0.65,non-AMP
k141_104632_9,0.04,non-AMP
k141_104632_10,0.36,non-AMP
k141_104632_11,0.28,non-AMP
k141_3630298_1,0.61,non-AMP
k141_3630298_2,0.38,non-AMP
k141_3630298_3,0.18,non-AMP
k141_3630298_4,0.1,non-AMP
k141_3630298_5,0.3,non-AMP
k141_3971357_1,0.6,non-AMP
k141_3971357_2,0.34,non-AMP
k141_3971357_3,0.62,non-AMP
k141_3971357_4,0.58,non-AMP
k141_3971357_5,0.37,non-AMP
k141_3971357_6,0.49,non-AMP
k141_3971357_7,0.61,non-AMP
k141_3971357_8,0.65,non-AMP
k141_3971357_9,0.76,AMP
k141_3971357_10,0.52,non-AMP
k141_3971357_11,0.55,non-AMP
k141_3971357_12,0.36,non-AMP
k141_2607252_1,0.26,non-AMP
k141_2607252_2,0.62,non-AMP
k141_2607252_3,0.27,non-AMP
k141_2607252_4,0.68,non-AMP
k141_6472748_1,0.45,non-AMP
k141_6472748_2,0.42,non-AMP
k141_6472748_3,0.07,non-AMP
k141_6472748_4,0.31,non-AMP
k141_6472748_5,0.17,non-AMP
k141_6472748_6,0.35,non-AMP
k141_6472748_7,0.33,non-AMP
k141_6472748_8,0.35,non-AMP
k141_6472748_9,0.14,non-AMP
k141_6701084_1,0.53,non-AMP
k141_6701084_2,0.43,non-AMP
k141_6701084_3,0.35,non-AMP
k141_6701084_4,0.53,non-AMP
k141_333610_1,0.53,non-AMP
k141_333610_2,0.55,non-AMP
k141_333610_3,0.66,non-AMP
k141_333610_4,0.66,non-AMP
k141_333610_5,0.53,non-AMP
k141_333610_6,0.71,non-AMP
k141_333610_7,0.38,non-AMP
k141_4938804_1,0.62,non-AMP
k141_4938804_2,0.04,non-AMP
k141_4938804_3,0.81,AMP
k141_3233934_1,0.39,non-AMP
k141_3233934_2,0.65,non-AMP
k141_3233934_3,0.54,non-AMP
k141_3233934_4,0.32,non-AMP
k141_3233934_5,0.07,non-AMP
k141_2039972_1,0.82,AMP
k141_2039972_2,0.36,non-AMP
k141_2039972_3,0.02,non-AMP
k141_2039972_4,0.46,non-AMP
k141_2039972_5,0.61,non-AMP
k141_2039972_6,0.43,non-AMP
k141_2039972_7,0.37,non-AMP
k141_2039972_8,0.71,non-AMP
k141_2039972_9,0.66,non-AMP
k141_2039972_10,0.47,non-AMP
k141_2039972_11,0.71,non-AMP
k141_2039972_12,0.3,non-AMP
k141_2039972_13,0.41,non-AMP
k141_2039972_14,0.09,non-AMP
k141_2039972_15,0.65,non-AMP
k141_2039972_16,0.3,non-AMP
k141_2039972_17,0.38,non-AMP
k141_2039972_18,0.59,non-AMP
k141_2039972_19,0.67,non-AMP
k141_2039972_20,0.74,non-AMP
k141_2039972_21,0.43,non-AMP
k141_2039972_22,0.33,non-AMP
k141_2039972_23,0.38,non-AMP
k141_2039972_24,0.73,non-AMP
k141_2039972_25,0.62,non-AMP
k141_2039972_26,0.56,non-AMP
k141_2039972_27,0.64,non-AMP
k141_2039972_28,0.43,non-AMP
k141_2039972_29,0.43,non-AMP
k141_2039972_30,0.29,non-AMP
k141_2039972_31,0.67,non-AMP
k141_2039972_32,0.28,non-AMP
k141_2039972_33,0.63,non-AMP
k141_2039972_34,0.6,non-AMP
k141_2039972_35,0.33,non-AMP
k141_2039972_36,0.28,non-AMP
k141_2039972_37,0.24,non-AMP
k141_2039972_38,0.4,non-AMP
k141_2039972_39,0.79,AMP
k141_2039972_40,0.56,non-AMP
k141_2039972_41,0.38,non-AMP
k141_2039972_42,0.71,non-AMP
k141_2039972_43,0.29,non-AMP
k141_2039972_44,0.35,non-AMP
k141_2039972_45,0.13,non-AMP
k141_2039972_46,0.32,non-AMP
k141_2039972_47,0.32,non-AMP
k141_2039972_48,0.45,non-AMP
k141_731574_1,0.2,non-AMP
k141_731574_2,0.14,non-AMP
k141_731574_3,0.05,non-AMP
k141_731574_4,0.6,non-AMP
k141_731574_5,0.55,non-AMP
k141_731574_6,0.66,non-AMP
k141_731574_7,0.7,non-AMP
k141_731574_8,0.5,non-AMP
k141_4600262_1,0.59,non-AMP
k141_4600262_2,0.49,non-AMP
k141_4600262_3,0.31,non-AMP
k141_4600262_4,0.47,non-AMP
k141_4600262_5,0.57,non-AMP
k141_5793825_1,0.18,non-AMP
k141_5793825_2,0.34,non-AMP
k141_5793825_3,0.53,non-AMP
k141_5793825_4,0.31,non-AMP
k141_1074852_1,0.07,non-AMP
k141_1074852_2,0.27,non-AMP
k141_1074852_3,0.07,non-AMP
k141_1074852_4,0.02,non-AMP
k141_1074852_5,0.3,non-AMP
k141_4485743_1,0.18,non-AMP
k141_4485743_2,0.37,non-AMP
k141_4485743_3,0.64,non-AMP
k141_4485743_4,0.26,non-AMP
k141_4485743_5,0.67,non-AMP
k141_4485743_6,0.44,non-AMP
k141_4485743_7,0.16,non-AMP
k141_4485743_8,0.7,non-AMP
k141_4485743_9,0.51,non-AMP
k141_4485743_10,0.35,non-AMP
k141_4485743_11,0.22,non-AMP
k141_4485743_12,0.32,non-AMP
k141_4485743_13,0.15,non-AMP
k141_4485743_14,0.5,non-AMP
k141_4485743_15,0.83,AMP
k141_1700908_1,0.25,non-AMP
k141_1700908_2,0.12,non-AMP
k141_1700908_3,0.45,non-AMP
k141_1700908_4,0.47,non-AMP
k141_1700908_5,0.35,non-AMP
k141_1700908_6,0.44,non-AMP
k141_1700908_7,0.67,non-AMP
k141_1700908_8,0.17,non-AMP
k141_1700908_9,0.1,non-AMP
k141_1700908_10,0.58,non-AMP
k141_1303640_1,0.33,non-AMP
k141_1303640_2,0.52,non-AMP
k141_1303640_3,0.63,non-AMP
k141_1303640_4,0.38,non-AMP
k141_1303640_5,0.23,non-AMP
k141_1303640_6,0.72,non-AMP
k141_1303640_7,0.46,non-AMP
k141_1303640_8,0.23,non-AMP
k141_1303640_9,0.33,non-AMP
k141_1303640_10,0.45,non-AMP
k141_1303640_11,0.65,non-AMP
k141_1303640_12,0.67,non-AMP
k141_1303640_13,0.46,non-AMP
k141_1303640_14,0.41,non-AMP
k141_1303640_15,0.07,non-AMP
k141_1303640_16,0.37,non-AMP
k141_1303640_17,0.26,non-AMP
k141_1303640_18,0.24,non-AMP
k141_1303640_19,0.36,non-AMP
k141_1303640_20,0.43,non-AMP
k141_1303640_21,0.21,non-AMP
k141_1303640_22,0.59,non-AMP
k141_1303640_23,0.28,non-AMP
k141_1303640_24,0.42,non-AMP
k141_1303640_25,0.42,non-AMP
k141_1303640_26,0.42,non-AMP
k141_1303640_27,0.64,non-AMP
k141_1303640_28,0.45,non-AMP
k141_1303640_29,0.62,non-AMP
k141_1303640_30,0.05,non-AMP
k141_1303640_31,0.25,non-AMP
k141_1303640_32,0.15,non-AMP
k141_1303640_33,0.69,non-AMP
k141_1303640_34,0.61,non-AMP
k141_1303640_35,0.19,non-AMP
k141_1303640_36,0.54,non-AMP
k141_1303640_37,0.12,non-AMP
k141_2383293_1,0.23,non-AMP
k141_2383293_2,0.4,non-AMP
k141_2383293_3,0.7,non-AMP
k141_2383293_4,0.41,non-AMP
k141_2383293_5,0.09,non-AMP
k141_6590928_1,0.39,non-AMP
k141_6590928_2,0.53,non-AMP
k141_6590928_3,0.63,non-AMP
k141_6590928_4,0.29,non-AMP
k141_6590928_5,0.17,non-AMP
k141_6534292_1,0.48,non-AMP
k141_6534292_2,0.62,non-AMP
k141_6534292_3,0.61,non-AMP
k141_6534292_4,0.27,non-AMP
k141_6534292_5,0.39,non-AMP
k141_6534292_6,0.32,non-AMP
k141_4145864_1,0.7,non-AMP
k141_4145864_2,0.35,non-AMP
k141_4145864_3,0.46,non-AMP
k141_4145864_4,0.66,non-AMP
k141_4145864_5,0.7,non-AMP
k141_4145864_6,0.64,non-AMP
k141_4145864_7,0.63,non-AMP
k141_4145864_8,0.6,non-AMP
k141_4145864_9,0.6,non-AMP
k141_4145864_10,0.4,non-AMP
k141_4145864_11,0.61,non-AMP
k141_4145864_12,0.8,AMP
k141_4145864_13,0.36,non-AMP
k141_3352236_1,0.36,non-AMP
k141_3352236_2,0.5,non-AMP
k141_3352236_3,0.68,non-AMP
k141_3352236_4,0.73,non-AMP
k141_3352236_5,0.47,non-AMP
k141_3352236_6,0.6,non-AMP
k141_3352236_7,0.51,non-AMP
k141_3352236_8,0.25,non-AMP
k141_3352236_9,0.36,non-AMP
k141_3352236_10,0.2,non-AMP
k141_3352236_11,0.74,non-AMP
k141_3352236_12,0.48,non-AMP
k141_3352236_13,0.32,non-AMP
k141_3352236_14,0.42,non-AMP
k141_3352236_15,0.56,non-AMP
k141_3352236_16,0.06,non-AMP
k141_5228341_1,0.67,non-AMP
k141_5228341_2,0.35,non-AMP
k141_5228341_3,0.37,non-AMP
k141_5228341_4,0.09,non-AMP
k141_5228341_5,0.43,non-AMP
k141_5228341_6,0.59,non-AMP
k141_5228341_7,0.74,non-AMP
k141_5456213_1,0.42,non-AMP
k141_5456213_2,0.52,non-AMP
k141_5456213_3,0.64,non-AMP
k141_5456213_4,0.58,non-AMP
k141_5456213_5,0.78,AMP
k141_5456213_6,0.73,non-AMP
k141_5456213_7,0.29,non-AMP
k141_5456213_8,0.18,non-AMP
k141_5456213_9,0.37,non-AMP
k141_5456213_10,0.55,non-AMP
k141_5456213_11,0.28,non-AMP
k141_5456213_12,0.69,non-AMP
k141_5456213_13,0.53,non-AMP
k141_5456213_14,0.11,non-AMP
k141_5456213_15,0.78,AMP
k141_5456213_16,0.75,AMP
k141_5456213_17,0.67,non-AMP
k141_5456213_18,0.63,non-AMP
k141_5456213_19,0.77,AMP
k141_5456213_20,0.57,non-AMP
k141_5456213_21,0.64,non-AMP
k141_5456213_22,0.29,non-AMP
k141_5456213_23,0.61,non-AMP
k141_5456213_24,0.37,non-AMP
k141_5456441_1,0.36,non-AMP
k141_5456441_2,0.77,AMP
k141_5456441_3,0.3,non-AMP
k141_5456441_4,0.54,non-AMP
k141_5456441_5,0.72,non-AMP
k141_5456441_6,0.74,non-AMP
k141_5456441_7,0.23,non-AMP
k141_5456441_8,0.7,non-AMP
k141_5456441_9,0.61,non-AMP
k141_5456441_10,0.28,non-AMP
k141_5456441_11,0.42,non-AMP
k141_5456441_12,0.61,non-AMP
k141_5456441_13,0.44,non-AMP
k141_5456441_14,0.73,non-AMP
k141_5456441_15,0.71,non-AMP
k141_6251389_1,0.55,non-AMP
k141_6251389_2,0.5,non-AMP
k141_6251389_3,0.63,non-AMP
k141_6251389_4,0.37,non-AMP
k141_6251389_5,0.22,non-AMP
k141_6251389_6,0.67,non-AMP
k141_5343072_1,0.41,non-AMP
k141_5343072_2,0.11,non-AMP
k141_5343072_3,0.29,non-AMP
k141_5343072_4,0.64,non-AMP
k141_5343072_5,0.56,non-AMP
k141_5343072_6,0.45,non-AMP
k141_5343072_7,0.43,non-AMP
k141_5343072_8,0.11,non-AMP
k141_5343072_9,0.28,non-AMP
k141_5343072_10,0.1,non-AMP
k141_5343072_11,0.37,non-AMP
k141_5343072_12,0.03,non-AMP
k141_5343072_13,0.35,non-AMP
k141_5343072_14,0.69,non-AMP
k141_5343072_15,0.06,non-AMP
k141_5343072_16,0.1,non-AMP
k141_5343072_17,0.11,non-AMP
k141_5343072_18,0.11,non-AMP
k141_5343072_19,0.17,non-AMP
k141_5343072_20,0.73,non-AMP
k141_5343072_21,0.2,non-AMP
k141_5343072_22,0.21,non-AMP
k141_5343072_23,0.46,non-AMP
k141_5343072_24,0.74,non-AMP
k141_5343072_25,0.54,non-AMP
k141_5343072_26,0.69,non-AMP
k141_5343072_27,0.73,non-AMP
k141_5343072_28,0.8,AMP
k141_5343072_29,0.67,non-AMP
k141_5343072_30,0.23,non-AMP
k141_5343072_31,0.3,non-AMP
k141_5343072_32,0.36,non-AMP
k141_5343072_33,0.38,non-AMP
k141_5343072_34,0.55,non-AMP
k141_5343072_35,0.76,AMP
k141_5343072_36,0.75,AMP
k141_5343072_37,0.69,non-AMP
k141_5343072_38,0.11,non-AMP
k141_5343072_39,0.59,non-AMP
k141_5343072_40,0.43,non-AMP
k141_5343072_41,0.58,non-AMP
k141_5343072_42,0.34,non-AMP
k141_5343072_43,0.5,non-AMP
k141_5343072_44,0.64,non-AMP
k141_5343072_45,0.66,non-AMP
k141_5343072_46,0.15,non-AMP
k141_5343072_47,0.42,non-AMP
k141_5343072_48,0.11,non-AMP
k141_5343072_49,0.39,non-AMP
k141_5343072_50,0.41,non-AMP
k141_5343072_51,0.27,non-AMP
k141_5343072_52,0.62,non-AMP
k141_5343072_53,0.64,non-AMP
k141_5343072_54,0.37,non-AMP
k141_5343072_55,0.23,non-AMP
k141_5343072_56,0.84,AMP
k141_5343072_57,0.45,non-AMP
k141_5343072_58,0.3,non-AMP
k141_5853699_1,0.25,non-AMP
k141_5853699_2,0.3,non-AMP
k141_5853699_3,0.4,non-AMP
k141_5853699_4,0.22,non-AMP
k141_5853699_5,0.65,non-AMP
k141_5853699_6,0.64,non-AMP
k141_5853699_7,0.4,non-AMP
k141_5853699_8,0.63,non-AMP
k141_5853699_9,0.58,non-AMP
k141_5853699_10,0.27,non-AMP
k141_5853699_11,0.35,non-AMP
k141_5853699_12,0.1,non-AMP
k141_5853699_13,0.3,non-AMP
k141_2444311_1,0.3,non-AMP
k141_2444311_2,0.48,non-AMP
k141_2444311_3,0.44,non-AMP
k141_5116692_1,0.52,non-AMP
k141_5116692_2,0.24,non-AMP
k141_5116692_3,0.19,non-AMP
k141_5116692_4,0.7,non-AMP
k141_5116692_5,0.07,non-AMP
k141_5116692_6,0.41,non-AMP
k141_5116692_7,0.62,non-AMP
k141_5116692_8,0.11,non-AMP
k141_5116692_9,0.58,non-AMP
k141_5116692_10,0.58,non-AMP
k141_5116692_11,0.57,non-AMP
k141_5116692_12,0.42,non-AMP
k141_5116692_13,0.23,non-AMP
k141_4946060_1,0.8,AMP
k141_4946060_2,0.32,non-AMP
k141_4946060_3,0.35,non-AMP
k141_4946060_4,0.46,non-AMP
k141_4946060_5,0.67,non-AMP
